,tracks,albums,shows,episodes,bannedTracks,other
841,"{'artist': 'The 1975', 'album': 'The 1975', 'track': 'She Way Out'}",,,,,
842,"{'artist': 'WALK THE MOON', 'album': 'Tightrope EP', 'track': 'Tête-À-Tête'}",,,,,
843,"{'artist': 'Foxy Shazam', 'album': 'The Church Of Rock And Roll', 'track': 'I Like It'}",,,,,
844,"{'artist': 'Mike Posner', 'album': '31 Minutes to Takeoff', 'track': ""Please Don't Go""}",,,,,
845,"{'artist': 'Bring Me The Horizon', 'album': ""That's The Spirit"", 'track': 'Follow You'}",,,,,
846,"{'artist': 'BTS', 'album': 'MAP OF THE SOUL : PERSONA', 'track': 'Dionysus'}",,,,,
847,"{'artist': 'The Front Bottoms', 'album': 'The Front Bottoms', 'track': 'Swimming Pool'}",,,,,
848,"{'artist': 'Kishi Bashi', 'album': '7"" Singles', 'track': 'This Must Be the Place (Naive Melody) [by Talking Heads]'}",,,,,
849,"{'artist': 'Say Anything', 'album': '...Is A Real Boy', 'track': 'Chia-Like, I Shall Grow'}",,,,,
850,"{'artist': 'The Ninjas', 'album': 'Morphine', 'track': 'Morphine'}",,,,,
851,"{'artist': 'WALK THE MOON', 'album': 'Lose You Again', 'track': 'Lose You Again'}",,,,,
852,"{'artist': 'Childish Gambino', 'album': '""Awaken, My Love!""', 'track': 'Redbone'}",,,,,
853,"{'artist': 'New Politics', 'album': 'Lost in Translation', 'track': 'One of Us'}",,,,,
854,"{'artist': 'King Shelter', 'album': 'Everything Hurts', 'track': 'Everything Hurts'}",,,,,
855,"{'artist': 'The Young Veins', 'album': 'Take A Vacation!', 'track': 'Heart Of Mine'}",,,,,
856,"{'artist': 'Logic', 'album': 'Everybody', 'track': '1-800-273-8255'}",,,,,
857,"{'artist': 'Father John Misty', 'album': 'Fear Fun', 'track': 'Only Son of the Ladiesman'}",,,,,
858,"{'artist': 'Modern Baseball', 'album': 'Sports', 'track': 'Look Out'}",,,,,
859,"{'artist': 'J. Cole', 'album': 'Cole World: The Sideline Story', 'track': 'Work Out'}",,,,,
860,"{'artist': 'Real Friends', 'album': 'More Acoustic Songs', 'track': 'Late Nights In My Car - Acoustic Version'}",,,,,
861,"{'artist': 'Good Charlotte', 'album': ""Life Can't Get Much Better"", 'track': ""Life Can't Get Much Better""}",,,,,
862,"{'artist': 'Bad Suns', 'album': 'Disappear Here', 'track': 'Daft Pretty Boys'}",,,,,
863,"{'artist': 'Quinn XCII', 'album': 'Change of Scenery', 'track': 'Another Day in Paradise'}",,,,,
864,"{'artist': 'The Front Bottoms', 'album': 'Going Grey', 'track': 'Grand Finale'}",,,,,
865,"{'artist': 'Foxy Shazam', 'album': 'Foxy Shazam', 'track': 'Evil Thoughts'}",,,,,
866,"{'artist': 'The Front Bottoms', 'album': 'Going Grey', 'track': 'Ocean'}",,,,,
867,"{'artist': 'Will Joseph Cook', 'album': 'Sweet Dreamer', 'track': 'Light Of The Day'}",,,,,
868,"{'artist': 'Panic! At The Disco', 'album': 'Vices & Virtues', 'track': 'Always'}",,,,,
869,"{'artist': 'Two Door Cinema Club', 'album': 'Dirty Air', 'track': 'Dirty Air'}",,,,,
870,"{'artist': 'Louie Zong', 'album': 'Levels', 'track': 'Aurora Kingdom'}",,,,,
871,"{'artist': 'Florence + The Machine', 'album': 'Lungs', 'track': ""You've Got The Love""}",,,,,
872,"{'artist': 'Golf', 'album': 'Playa Holz', 'track': 'iPhone'}",,,,,
873,"{'artist': 'Sorority Noise', 'album': 'Joy, Departed', 'track': 'Nolsey'}",,,,,
874,"{'artist': 'Wintersleep', 'album': 'Welcome to the Night Sky', 'track': 'Laser Beams'}",,,,,
875,"{'artist': 'WALK THE MOON', 'album': 'What If Nothing', 'track': 'Surrender'}",,,,,
876,"{'artist': 'Mom Jeans.', 'album': ""Now That's What I Call Music Vol. 420"", 'track': 'YIKES (daddy wants wings)'}",,,,,
877,"{'artist': 'Kevin Devine', 'album': 'Instigator', 'track': 'No History'}",,,,,
878,"{'artist': 'blackbear', 'album': 'hot girl bummer', 'track': 'hot girl bummer'}",,,,,
879,"{'artist': 'Active Bird Community', 'album': ""I've Been Going Swimming"", 'track': 'Pick Me Apart'}",,,,,
880,"{'artist': 'A Love Like Pi', 'album': 'III', 'track': 'Cats'}",,,,,
881,"{'artist': 'Noah Kahan', 'album': 'Busyhead', 'track': 'False Confidence'}",,,,,
882,"{'artist': 'Bry', 'album': 'Sum Me Up - Single', 'track': 'Sum Me Up'}",,,,,
883,"{'artist': 'Autoheart', 'album': 'Punch', 'track': 'Moscow'}",,,,,
884,"{'artist': 'Darlingside', 'album': 'Ep 1', 'track': 'Surround'}",,,,,
885,"{'artist': 'Nothing But Thieves', 'album': 'Nothing But Thieves', 'track': 'Wake Up Call'}",,,,,
886,"{'artist': 'Post Malone', 'album': 'Stoney', 'track': 'Patient'}",,,,,
887,"{'artist': 'Joywave', 'album': 'Content', 'track': 'Content'}",,,,,
888,"{'artist': 'Oso Oso', 'album': 'Real Stories of True People Who Kind of Looked Like Monsters...', 'track': 'This Must Be My Exit'}",,,,,
889,"{'artist': 'blink-182', 'album': 'Take Off Your Pants And Jacket', 'track': 'Online Songs'}",,,,,
890,"{'artist': 'blink-182', 'album': 'blink-182', 'track': ""I'm Lost Without You""}",,,,,
891,"{'artist': 'Kesha', 'album': 'Animal', 'track': 'Your Love Is My Drug'}",,,,,
892,"{'artist': 'Brent Walsh', 'album': '7', 'track': 'Ride the Air'}",,,,,
893,"{'artist': 'A2M', 'album': 'I Got Bitches', 'track': 'I Got Bitches'}",,,,,
894,"{'artist': 'Man Man', 'album': 'On Oni Pond', 'track': 'Head On [Hold On To Your Heart]'}",,,,,
895,"{'artist': 'Wild Party', 'album': 'Phantom Pop', 'track': 'Nicely Done'}",,,,,
896,"{'artist': 'Fall Out Boy', 'album': 'Infinity On High', 'track': 'Golden'}",,,,,
897,"{'artist': 'Sledding With Tigers', 'album': 'Kenny Jeans (Old Songs That I Wrote)', 'track': 'Sunshine'}",,,,,
898,"{'artist': 'Taking Back Sunday', 'album': 'Tidal Wave', 'track': 'Tidal Wave'}",,,,,
899,"{'artist': 'Chelou', 'album': 'Halfway to Nowhere', 'track': 'Halfway to Nowhere'}",,,,,
900,"{'artist': 'Elton John', 'album': 'The Diving Board', 'track': 'Take This Dirty Water'}",,,,,
901,"{'artist': 'Wild Party', 'album': 'Phantom Pop', 'track': ""Walkin'""}",,,,,
902,"{'artist': 'Kishi Bashi', 'album': 'Lighght', 'track': 'Q&A'}",,,,,
903,"{'artist': 'Bryce Vine', 'album': 'Drew Barrymore', 'track': 'Drew Barrymore'}",,,,,
904,"{'artist': 'Modern Chemistry', 'album': 'Never Scared', 'track': 'Never Scared'}",,,,,
905,"{'artist': 'Just Nick', 'album': 'Semi-revolutionary', 'track': 'I Hate Everything'}",,,,,
906,"{'artist': 'Fall Out Boy', 'album': 'Infinity On High', 'track': ""This Ain't A Scene, It's An Arms Race - Live From Hammersmith Palais""}",,,,,
907,"{'artist': 'Real Friends', 'album': 'The Home Inside My Head', 'track': 'Mokena'}",,,,,
908,"{'artist': 'Real Friends', 'album': 'Punk Goes Christmas (Deluxe Edition)', 'track': 'I Had a Heart'}",,,,,
909,"{'artist': 'Mars Water', 'album': 'Here We Are', 'track': 'Where the Sun Sets'}",,,,,
910,"{'artist': '3OH!3', 'album': 'Streets Of Gold', 'track': 'Streets of Gold'}",,,,,
911,"{'artist': 'WALK THE MOON', 'album': 'Walk The Moon', 'track': ""Fixin'""}",,,,,
912,"{'artist': 'PWR BTTM', 'album': 'Ugly Cherries', 'track': 'West Texas'}",,,,,
913,"{'artist': 'Two Door Cinema Club', 'album': 'Four Words To Stand On', 'track': 'Standing On Ghosts'}",,,,,
914,"{'artist': 'Vampire Weekend', 'album': 'Modern Vampires of the City', 'track': 'Unbelievers'}",,,,,
915,"{'artist': 'Rex Orange County', 'album': 'Bcos U Will Never B Free', 'track': 'Corduroy Dreams'}",,,,,
916,"{'artist': 'Fall Out Boy', 'album': 'Lake Effect Kid', 'track': 'Lake Effect Kid'}",,,,,
917,"{'artist': 'The xx', 'album': 'xx', 'track': 'Crystalised'}",,,,,
918,"{'artist': 'Neck Deep', 'album': ""Life's Not Out To Get You"", 'track': 'Serpents'}",,,,,
919,"{'artist': 'Bombadil', 'album': 'Fences', 'track': 'Not Those Kind of People'}",,,,,
920,"{'artist': 'Grouplove', 'album': 'Big Mess', 'track': 'Traumatized'}",,,,,
921,"{'artist': 'Father John Misty', 'album': ""God's Favorite Customer"", 'track': ""God's Favorite Customer""}",,,,,
922,"{'artist': 'Chance the Rapper', 'album': 'Acid Rap', 'track': 'Cocoa Butter Kisses'}",,,,,
923,"{'artist': 'Joywave', 'album': 'How Do You Feel Now?', 'track': 'Nice House'}",,,,,
924,"{'artist': 'Twin Atlantic', 'album': 'No Sleep', 'track': 'No Sleep'}",,,,,
925,"{'artist': 'blackbear', 'album': '1 SIDED LOVE', 'track': '1 SIDED LOVE'}",,,,,
926,"{'artist': 'Jukebox The Ghost', 'album': 'Everything Under the Sun', 'track': 'Schizophrenia'}",,,,,
927,"{'artist': 'Penguin Cafe Orchestra', 'album': 'Preludes, Airs And Yodels (A Penguin Cafe Primer)', 'track': 'Perpetuum Mobile'}",,,,,
928,"{'artist': 'Patrick Stump', 'album': 'Soul Punk', 'track': 'Everybody Wants Somebody'}",,,,,
929,"{'artist': 'Modern Baseball', 'album': 'Sports', 'track': 'Coals'}",,,,,
930,"{'artist': 'Panic! At The Disco', 'album': 'Death of a Bachelor', 'track': ""Emperor's New Clothes""}",,,,,
931,"{'artist': 'Black Veil Brides', 'album': 'Wretched and Divine: The Story Of The Wild Ones Ultimate Edition', 'track': 'Lost It All'}",,,,,
932,"{'artist': 'The Strokes', 'album': 'Is This It', 'track': 'Someday'}",,,,,
933,"{'artist': '5 Seconds of Summer', 'album': 'Want You Back', 'track': 'Want You Back'}",,,,,
934,"{'artist': 'Tom Rosenthal', 'album': 'The Pleasant Trees', 'track': 'Go Solo'}",,,,,
935,"{'artist': 'Eric Nam', 'album': 'Honestly', 'track': 'Potion'}",,,,,
936,"{'artist': 'The Night Café', 'album': 'Together', 'track': 'Time'}",,,,,
937,"{'artist': 'Native People', 'album': 'Call Me', 'track': 'Call Me'}",,,,,
938,"{'artist': 'Walter Etc.', 'album': 'Always Leaving', 'track': 'Um'}",,,,,
939,"{'artist': 'The 1975', 'album': 'A Brief Inquiry Into Online Relationships', 'track': ""I Couldn't Be More In Love""}",,,,,
940,"{'artist': 'Neil Diamond', 'album': 'Sweet Caroline', 'track': 'Sweet Caroline'}",,,,,
941,"{'artist': 'Chase Huglin', 'album': 'Glow', 'track': 'Shae'}",,,,,
942,"{'artist': 'CRUISR', 'album': 'Throw Shade (Xander James Remix)', 'track': 'Throw Shade (Xander James Remix)'}",,,,,
943,"{'artist': 'Portugal. The Man', 'album': 'Woodstock', 'track': 'Rich Friends'}",,,,,
944,"{'artist': 'Taio Cruz', 'album': 'Rokstarr', 'track': 'Dynamite'}",,,,,
945,"{'artist': 'Fall Out Boy', 'album': 'Believers Never Die - Greatest Hits', 'track': '""From Now On We Are Enemies"" - Bonus Track'}",,,,,
946,"{'artist': 'Roy Zimmerman', 'album': 'Faulty Intelligence', 'track': 'Creation Science 101'}",,,,,
947,"{'artist': 'Father John Misty', 'album': 'Pure Comedy', 'track': 'Two Wildly Different Perspectives'}",,,,,
948,"{'artist': 'Paramore', 'album': 'Brand New Eyes', 'track': 'Misguided Ghosts'}",,,,,
949,"{'artist': 'Twenty One Pilots', 'album': 'Vessel', 'track': 'House of Gold'}",,,,,
950,"{'artist': 'Quinn XCII', 'album': 'From Michigan With Love', 'track': 'Tough (feat. Noah Kahan)'}",,,,,
951,"{'artist': 'Years & Years', 'album': 'Communion', 'track': 'Memo'}",,,,,
952,"{'artist': ""The Mowgli's"", 'album': ""Where'd Your Weekend Go?"", 'track': 'Spacin Out'}",,,,,
953,"{'artist': 'Watsky', 'album': 'x Infinity', 'track': 'Conversations'}",,,,,
954,"{'artist': 'Hippo Campus', 'album': 'Bashful Creatures', 'track': 'Suicide Saturday'}",,,,,
955,"{'artist': 'Terry Jacks', 'album': ""Radio Hits Of the '70s"", 'track': 'Seasons in the Sun'}",,,,,
956,"{'artist': 'The Wrecks', 'album': 'We Are The Wrecks', 'track': 'Favorite Liar'}",,,,,
957,"{'artist': 'Fleet Foxes', 'album': 'Fleet Foxes', 'track': 'White Winter Hymnal'}",,,,,
958,"{'artist': 'Wild Party', 'album': 'Phantom Pop', 'track': 'New Light'}",,,,,
959,"{'artist': 'Sylvan Esso', 'album': 'PARAD(w/m)E', 'track': 'PARAD(w/m)E - Rostam Remix'}",,,,,
960,"{'artist': 'Hippo Campus', 'album': 'Demos II', 'track': 'Kentucky - Demo'}",,,,,
961,"{'artist': 'Neck Deep', 'album': ""Life's Not Out To Get You"", 'track': 'December'}",,,,,
962,"{'artist': 'blink-182', 'album': 'Enema Of The State', 'track': 'Aliens Exist'}",,,,,
963,"{'artist': 'Wild Party', 'album': 'Phantom Pop', 'track': 'Nicely Done'}",,,,,
964,"{'artist': 'Grouplove', 'album': 'Never Trust A Happy Song', 'track': 'Tongue Tied'}",,,,,
965,"{'artist': 'Jon Bellion', 'album': 'The Human Condition', 'track': 'All Time Low'}",,,,,
966,"{'artist': '5 Seconds of Summer', 'album': 'Killer Queen', 'track': 'Killer Queen'}",,,,,
967,"{'artist': '88rising', 'album': 'Head In The Clouds', 'track': 'Lover Boy 88'}",,,,,
968,"{'artist': 'Kishi Bashi', 'album': 'Sonderlust', 'track': 'Who’d You Kill'}",,,,,
969,"{'artist': 'My Chemical Romance', 'album': 'The Black Parade', 'track': 'Mama'}",,,,,
970,"{'artist': 'Conan Gray', 'album': 'The Story', 'track': 'The Story'}",,,,,
971,"{'artist': 'The Shins', 'album': 'Oh, Inverted World', 'track': 'Caring Is Creepy'}",,,,,
972,"{'artist': 'Wavves', 'album': 'King of the Beach', 'track': 'King of the Beach'}",,,,,
973,"{'artist': 'Judy Kuhn', 'album': 'Pocahontas', 'track': 'Colors of the Wind - From ""Pocahontas"" / Soundtrack Version'}",,,,,
974,"{'artist': 'Panic! At The Disco', 'album': 'Too Weird To Live, Too Rare To Die!', 'track': 'Girls / Girls / Boys'}",,,,,
975,"{'artist': 'Panic! At The Disco', 'album': 'Death of a Bachelor', 'track': 'House of Memories'}",,,,,
976,"{'artist': 'The Beach Boys', 'album': '50 Big Ones: Greatest Hits', 'track': 'Kokomo'}",,,,,
977,"{'artist': 'The Civil Wars', 'album': 'Barton Hollow', 'track': 'Barton Hollow'}",,,,,
978,"{'artist': 'Moby Rich', 'album': 'Our First EP', 'track': 'Oh My'}",,,,,
979,"{'artist': 'Panic! At The Disco', 'album': 'Pray for the Wicked', 'track': 'Roaring 20s'}",,,,,
980,"{'artist': 'The Band CAMINO', 'album': 'Berenstein', 'track': 'Berenstein'}",,,,,
981,"{'artist': 'Ariana Grande', 'album': 'Sweetener', 'track': 'pete davidson'}",,,,,
982,"{'artist': 'Bo Burnham', 'album': 'Words Words Words', 'track': 'OH BO'}",,,,,
983,"{'artist': 'Deer Tick', 'album': 'War Elephant', 'track': 'Baltimore Blues No. 1'}",,,,,
984,"{'artist': 'Hayley Williams', 'album': 'Tegan And Sara Present The Con X: Covers', 'track': 'Nineteen'}",,,,,
985,"{'artist': 'Cavetown', 'album': 'Home', 'track': 'Home'}",,,,,
986,"{'artist': 'Ramshackle Glory', 'album': 'Live the Dream', 'track': 'From Here to Utopia (Song for the Desperate) - Live'}",,,,,
987,"{'artist': 'MARINA', 'album': 'Froot', 'track': 'Savages'}",,,,,
988,"{'artist': 'Youngblood Hawke', 'album': 'Wake Up', 'track': 'Dannyboy'}",,,,,
989,"{'artist': 'Bo Burnham', 'album': 'Words Words Words', 'track': 'theoretical dick jokes/statistics'}",,,,,
990,"{'artist': 'Magic Man', 'album': 'Before the Waves', 'track': 'Texas'}",,,,,
991,"{'artist': 'Nodaway', 'album': '500 Days of Whatever', 'track': 'Hairspray'}",,,,,
992,"{'artist': 'Twenty One Pilots', 'album': 'Twenty One Pilots', 'track': 'The Pantaloon'}",,,,,
993,"{'artist': 'Vinyl Theatre', 'album': 'Electrogram', 'track': 'Breaking Up My Bones'}",,,,,
994,"{'artist': 'The Summer Set', 'album': 'Legendary', 'track': 'Boomerang'}",,,,,
995,"{'artist': 'Father John Misty', 'album': 'Pure Comedy', 'track': 'Things It Would Have Been Helpful to Know Before the Revolution'}",,,,,
996,"{'artist': 'Wallows', 'album': 'OK', 'track': 'OK'}",,,,,
997,"{'artist': 'Ricky Montgomery', 'album': 'Montgomery Ricky', 'track': 'Get Used To It'}",,,,,
998,"{'artist': 'Andrew Rannells', 'album': 'The Book Of Mormon', 'track': 'I Believe'}",,,,,
999,"{'artist': 'FIDLAR', 'album': 'Too', 'track': 'West Coast'}",,,,,
1000,"{'artist': 'Will Joseph Cook', 'album': 'Sweet Dreamer', 'track': 'Habit'}",,,,,
1001,"{'artist': 'System Of A Down', 'album': 'Toxicity', 'track': 'Chop Suey!'}",,,,,
1002,"{'artist': 'White Town', 'album': 'Women In Technology', 'track': 'Your Woman'}",,,,,
1003,"{'artist': 'The Beach Boys', 'album': ""Surf's Up"", 'track': ""Surf's Up - Remastered 2009""}",,,,,
1004,"{'artist': 'Graduating Life', 'album': 'An Introduction to Rock & Roll', 'track': 'Cold Raviolis'}",,,,,
1005,"{'artist': 'The Postal Service', 'album': 'Give Up', 'track': 'Such Great Heights'}",,,,,
1006,"{'artist': 'One Direction', 'album': 'Take Me Home: Yearbook Edition', 'track': 'Kiss You'}",,,,,
1007,"{'artist': 'Quinn XCII', 'album': 'From Michigan With Love', 'track': 'Sad Still'}",,,,,
1008,"{'artist': 'Vampire Weekend', 'album': 'Contra', 'track': 'Horchata'}",,,,,
1009,"{'artist': 'Father John Misty', 'album': ""God's Favorite Customer"", 'track': ""Please Don't Die""}",,,,,
1010,"{'artist': 'WALK THE MOON', 'album': 'Walk The Moon', 'track': 'Next In Line'}",,,,,
1011,"{'artist': 'The All-American Rejects', 'album': 'Sweat', 'track': 'Sweat'}",,,,,
1012,"{'artist': 'Bo Burnham', 'album': 'Words Words Words', 'track': 'Ironic'}",,,,,
1013,"{'artist': 'Two Door Cinema Club', 'album': 'Bad Decisions', 'track': 'Bad Decisions'}",,,,,
1014,"{'artist': 'Ariana Grande', 'album': 'Sweetener', 'track': 'blazed (feat. Pharrell Williams)'}",,,,,
1015,"{'artist': 'The Neighbourhood', 'album': ""I'm Sorry..."", 'track': 'Wires'}",,,,,
1016,"{'artist': 'blink-182', 'album': 'Take Off Your Pants And Jacket', 'track': 'Every Time I Look For You'}",,,,,
1017,"{'artist': 'The Front Bottoms', 'album': 'Back On Top', 'track': 'Plastic Flowers'}",,,,,
1018,"{'artist': 'Third Eye Blind', 'album': 'Rhino Hi-Five: Third Eye Blind', 'track': 'Never Let You Go'}",,,,,
1019,"{'artist': 'Mayday Parade', 'album': 'Valdosta EP', 'track': 'Terrible Things - EP Version'}",,,,,
1020,"{'artist': 'BTS', 'album': 'MAP OF THE SOUL : PERSONA', 'track': 'Mikrokosmos'}",,,,,
1021,"{'artist': 'FIDLAR', 'album': 'Too', 'track': 'Bad Habits'}",,,,,
1022,"{'artist': 'The Kooks', 'album': 'Unshelved: Pt. I', 'track': 'Agnostic'}",,,,,
1023,"{'artist': 'Sorority Noise', 'album': 'Forgettable', 'track': 'Dirty Ickes'}",,,,,
1024,"{'artist': 'The Wild Reeds', 'album': 'The World We Built', 'track': 'Capable'}",,,,,
1025,"{'artist': 'Mat Kerekes', 'album': 'Luna & The Wild Blue Everything', 'track': 'My Lucky #3'}",,,,,
1026,"{'artist': 'flor', 'album': 'ley lines', 'track': 'aiming low'}",,,,,
1027,"{'artist': 'HUNNY', 'album': 'Pain / Ache / Loving', 'track': 'July'}",,,,,
1028,"{'artist': 'Car Seat Headrest', 'album': 'Teens of Denial', 'track': '1937 State Park'}",,,,,
1029,"{'artist': 'Zeds Dead', 'album': 'Northern Lights', 'track': 'Too Young'}",,,,,
1030,"{'artist': 'Pinegrove', 'album': 'Intrepid', 'track': 'Intrepid'}",,,,,
1031,"{'artist': 'Local Natives', 'album': 'Sunlit Youth', 'track': 'Fountain Of Youth'}",,,,,
1032,"{'artist': 'AJR', 'album': 'Neotheater', 'track': 'Beats'}",,,,,
1033,"{'artist': 'Rise Against', 'album': 'Endgame', 'track': 'Satellite'}",,,,,
1034,"{'artist': 'Geographer', 'album': 'Ghost Modern', 'track': 'Keep'}",,,,,
1035,"{'artist': 'Ozuna', 'album': 'Odisea', 'track': 'Síguelo Bailando'}",,,,,
1036,"{'artist': 'Sarah Jaffe', 'album': 'Suburban Nature', 'track': 'Clementine'}",,,,,
1037,"{'artist': 'Animal Flag', 'album': 'LP', 'track': ""St. Cecilia's""}",,,,,
1038,"{'artist': 'Jeremy Zucker', 'album': 'glisten', 'track': 'all the kids are depressed'}",,,,,
1039,"{'artist': 'Foxy Shazam', 'album': 'Foxy Shazam', 'track': 'Unstoppable'}",,,,,
1040,"{'artist': 'Young the Giant', 'album': 'Something To Believe In', 'track': 'Something To Believe In'}",,,,,
1041,"{'artist': 'Panic! At The Disco', 'album': 'Death of a Bachelor', 'track': 'Impossible Year'}",,,,,
1042,"{'artist': 'The Front Bottoms', 'album': 'Talon Of The Hawk', 'track': 'Santa Monica'}",,,,,
1043,"{'artist': 'Jeremy Zucker', 'album': 'summer,', 'track': 'comethru'}",,,,,
1044,"{'artist': 'The Format', 'album': 'Dog Problems', 'track': ""She Doesn't Get It""}",,,,,
1045,"{'artist': 'One Direction', 'album': 'Midnight Memories (Deluxe)', 'track': 'You & I'}",,,,,
1046,"{'artist': 'All Time Low', 'album': 'Nothing Personal (Deluxe Version)', 'track': 'Walls'}",,,,,
1047,"{'artist': 'Exam Season', 'album': 'Everything Is Salted Caramel', 'track': 'Everything Is Salted Caramel'}",,,,,
1048,"{'artist': 'Glass Animals', 'album': 'Youth', 'track': 'Youth'}",,,,,
1049,"{'artist': 'Rise Against', 'album': 'Endgame / Appeal To Reason / Siren Song Of The Counter Culture / The Sufferer & The Witness', 'track': 'Prayer Of The Refugee'}",,,,,
1050,"{'artist': 'Bayside', 'album': ""Night's Song"", 'track': ""Night's Song""}",,,,,
1051,"{'artist': 'BTS', 'album': ""Love Yourself 承 'Her'"", 'track': 'Go Go'}",,,,,
1052,"{'artist': 'Grandview', 'album': 'Absolutely Nothing', 'track': 'Recall, Recede'}",,,,,
1053,"{'artist': 'The Front Bottoms', 'album': 'Ann', 'track': 'Lonely Eyes'}",,,,,
1054,"{'artist': 'Younger Hunger', 'album': 'Second Best', 'track': 'Second Best'}",,,,,
1055,"{'artist': 'Fynn Kliemann', 'album': 'Nie', 'track': 'Bau mich auseinander'}",,,,,
1056,"{'artist': 'MisterWives', 'album': 'whywhywhy', 'track': 'whywhywhy'}",,,,,
